ID,LLM,LLM Duration,Request Duration,Websites Checked,Website Max Length,Website Reduced Length,Token Count,Provider URL,Provider Name,Room Name,Description,Min Players,Max Players,Duration,Booking URL,Detail Page URL,Image URL,Genre,Difficulty,Token Limit Reached,Error
18,gpt-4o-mini,49.375001083s,1m23.997692917s,8,1366186,255650,97249,https://www.escaperooms-mannheim.de/,Escape Rooms Mannheim,Aladin,Eine magische Reise erwartet dich im Aladin Raum.,2,6,60,https://flexybook.flexybox.com/mannheim/Offer,https://escaperooms-mannheim.de/rooms/aladin/,https://u.jimcdn.com/cms/o/s3ed07222cedb8ab9/userlayout/img/aladin.png,Fantasy,Mittel,false,
18,gpt-4o-mini,49.375001083s,1m23.997692917s,8,1366186,255650,97249,https://www.escaperooms-mannheim.de/,Escape Rooms Mannheim,Exorzist,Bewältige die Herausforderungen des Exorzisten.,2,6,60,https://flexybook.flexybox.com/mannheim/Offer,https://www.escaperooms-mannheim.de/rooms/exorzist/,https://u.jimcdn.com/cms/o/s3ed07222cedb8ab9/userlayout/img/raum9ma.png,Horror,Mittel,false,
18,gpt-4o-mini,49.375001083s,1m23.997692917s,8,1366186,255650,97249,https://www.escaperooms-mannheim.de/,Escape Rooms Mannheim,Dr. Jones Abenteuer,Begib dich mit Dr. Jones auf ein Abenteuer voller Rätsel.,2,6,60,https://flexybook.flexybox.com/mannheim/Offer,https://escaperooms-mannheim.de/rooms/dr-jones-abenteuer/,https://u.jimcdn.com/cms/o/s3ed07222cedb8ab9/userlayout/img/raum8ma.png,Adventure,Mittel,false,
19,gpt-4o-mini,19.383607083s,33.009892625s,2,293201,44979,21671,https://www.escape-events.de/,Escape Events,Biohazard,"Findet das Antivirus! Ihr befindet Euch im Hochsicherheitslabor von Professor Bishop. Aufgrund eines Stromausfalls konnte ein tödlicher Virus aus der Isolierung entweichen. Die Quarantäne ist aktiviert und Ihr seid eingeschlossen im Labor. Aber Ihr habt Glück, denn im Labor befindet sich auch das rettende Antivirus, die Frage ist nur wo! Jetzt müsst Ihr bei der Suche einen kühlen Kopf bewahren, denn es bleibt Euch nicht viel Zeit. Schafft Ihr es, das Antivirus zu finden, bevor der Raum mit einer Thermalexplosion dekontaminiert wird?",2,8,60,https://www.escape-events.de/buchung/#buchen,https://www.escape-events.de/das-spiel/#challenges,https://www.escape-events.de/wp-content/uploads/bfi_thumb/escapeevents_challenges_biohazard_1-nap2xo0hju2xsxwg5h9n3xrlsfdi8tlia82p22m0ig.jpg,Horror,Fortgeschritten,false,
19,gpt-4o-mini,19.383607083s,33.009892625s,2,293201,44979,21671,https://www.escape-events.de/,Escape Events,The Bomb,"Entschärft die Bombe bevor sie hochgeht! Eine ganze Stadt ist in Aufruhr, denn es herrscht Bombenalarm! Der gefährliche und zugleich faszinierende Psychopath Mr. Riddle hat die Bombe gelegt, dazu hat er sich bekannt. Und er hat einen Bauplan erstellt, um die Bombe zu entschärfen. Ihr seid die Spezialeinheit, deren Aufgabe es ist die Bombe zu entschärfen. Aber Vorsicht, die Bombe aktiviert sich, sobald man sich ihr nähert. Ihr müsst erst alle Rätsel lösen, bevor Ihr die Stadt vor der zornig tickenden Bombe retten könnt.",2,8,60,https://www.escape-events.de/buchung/#buchen,https://www.escape-events.de/das-spiel/#challenges,https://www.escape-events.de/wp-content/uploads/bfi_thumb/escapeevents_challenges_thebomb_1-nap2xo0hju2xsxwg5h9n3xrlsfdi8tlia82p22m0ig.jpg,Adventure,Fortgeschritten,false,
19,gpt-4o-mini,19.383607083s,33.009892625s,2,293201,44979,21671,https://www.escape-events.de/,Escape Events,Der Tempel,"Auf der Jagd nach der goldenen Statue! Als Archäologen-Team befindet Ihr Euch auf der abenteuerlichen Suche nach der goldenen Statue. Diese ist vor vielen Jahrhunderten verloren gegangen, nachdem es viele Schlachten um die sagenumwobene Statue gab, denn sie soll magische Kräfte besitzen und die Zukunft voraussagen können. Ein Artefakt, dass bei Ausgrabungen gefunden wurde geben es Euch mit. Wir konnten das Artefakt nicht entschlüsseln, vielleicht hat Euer Team mehr Erfolg. Aber Ihr müsst schnell sein, denn es befinden sich viele dubiose Gestalten bereits ebenfalls auf der Suche nach der goldenen Statue.",2,8,60,https://www.escape-events.de/buchung/#buchen,https://www.escape-events.de/das-spiel/#challenges,https://www.escape-events.de/wp-content/uploads/bfi_thumb/escapeevents_challenges_dertempel_1-nap2xm4t660d5pz6gggdyy8olnmrtfe1lyrq3iosuw.jpg,Adventure,Fortgeschritten,false,
19,gpt-4o-mini,19.383607083s,33.009892625s,2,293201,44979,21671,https://www.escape-events.de/,Escape Events,Atlantis,Die versunkene Stadt. Atlantis ist in Aufruhr. Der Luftgenerator ist defekt und die Bewohner mussten Atlantis verlassen. Du und dein Team bekommen einen alten Stein der Uratlantinnen. Damit habt ihr für eine Stunde Sauerstoff. Schafft ihr es den Luftgenerator in Gang zu setzen damit die Bewohner der antiken Stadt wieder zurück kehren können?,5,15,60,https://www.escape-events.de/buchung/#buchen,https://www.escape-events.de/das-spiel/#challenges,https://www.escape-events.de/wp-content/uploads/bfi_thumb/eef-94-o20kafoc0lhqqisglps55e4r33ut87jbip32z17ifs.jpeg,Fantasy,Fortgeschritten,false,
19,gpt-4o-mini,19.383607083s,33.009892625s,2,293201,44979,21671,https://www.escape-events.de/,Escape Events,Catan,"Schafft Ihr es, in 60 Minuten Eure Ritter zu aktivieren und Eure Feinde in die Flucht zu schlagen? Ihr seid die Bewohner der Insel CATAN und lebt glücklich und zufrieden … bis jetzt! Denn am Horizont nähert sich ein feindliches Barbarenschiff.",2,8,60,https://www.escape-events.de/buchung/#buchen,https://www.escape-events.de/das-spiel/#challenges,https://www.escape-events.de/wp-content/uploads/bfi_thumb/ee_catan-12-ocldyrdacxxwu2b8170kmowqp8zfbd6ag3iieu6rdk.jpeg,Fantasy,Fortgeschritten,false,
20,gpt-4o-mini,6.75209125s,10.510977667s,1,163974,29203,10135,https://escapediem.de/,EscapeDiem,JigSaw,"Schaffe es, dem Puzzle zu entkommen und die Herausforderungen zu meistern!",2,6,60,https://escapediem.de/buchungen/,https://escapediem.de/raeume/jigsaw-koennt-ihr-das-puzzle-loesen/,https://escapediem.de/site/assets/files/1042/jigsaw.1250x838-tiny.jpg,Horror,Medium,false,
20,gpt-4o-mini,6.75209125s,10.510977667s,1,163974,29203,10135,https://escapediem.de/,EscapeDiem,Die geheime Kapelle unter dem Hamburger Michel,Entdecke die Mysterien in der geheimen Kapelle! Hochspannung garantiert!,2,6,60,https://escapediem.de/buchungen/,https://escapediem.de/raeume/die-geheime-kapelle-unter-dem-hamburger-michel/,https://escapediem.de/site/assets/files/1074/bester_live_escape_room_kapelle_hamburg_heiliger_gral_kerzen-1.1250x838-tiny.jpg,Adventure,Hard,false,
20,gpt-4o-mini,6.75209125s,10.510977667s,1,163974,29203,10135,https://escapediem.de/,EscapeDiem,Das Büro des Hamburger Hafenkapitäns,Löse das Geheimnis im Büro des Hafenkapitäns und enthülle die Wahrheit!,2,6,60,https://escapediem.de/buchungen/,https://escapediem.de/raeume/das-buero-des-hamburger-hafenkapitaens/,https://escapediem.de/site/assets/files/1047/hafenkapitaen.1250x838-tiny.jpg,Crime,Medium,false,
20,gpt-4o-mini,6.75209125s,10.510977667s,1,163974,29203,10135,https://escapediem.de/,EscapeDiem,Das Geheimnis um Nostradamus,Entdecke die Geheimnisse von Nostradamus und finde den Schlüssel zur Wahrheit!,2,6,60,https://escapediem.de/buchungen/,https://escapediem.de/raeume/das-geheimnis-um-nostradamus/,https://escapediem.de/site/assets/files/1078/das_geheimnis_um_nostradamus_escapediem_1-1.1250x838-tiny.jpg,Historical,Hard,false,
