ID,LLM,LLM Duration,Request Duration,Websites Checked,Website Max Length,Website Reduced Length,Provider URL,Provider Name,Room Name,Description,Min Players,Max Players,Duration,Booking URL,Detail Page URL,Image URL,Genre,Difficulty,Token Limit Reached,Error
18,gpt-4o-mini,51.375072375s,1m21.100194334s,8,1365224,255650,https://www.escaperooms-mannheim.de/,Escape Rooms Mannheim,Aladin,"Auf deiner Reise durch die Stadt Akraba wirst du von einem mysteriösen Händler angesprochen. Dieser erzählt dir von einer magischen Lampe, die das Leben eines armen Straßenjungen für immer verändert haben soll. Nun gilt es, diese Lampe zu finden.",2,6,60,https://flexybook.flexybox.com/mannheim/Offer,https://escaperooms-mannheim.de/rooms/aladin/,https://u.jimcdn.com/cms/o/s3ed07222cedb8ab9/userlayout/img/aladin.png,Fantasy,schwer,false,
18,gpt-4o-mini,51.375072375s,1m21.100194542s,8,1365224,255650,https://www.escaperooms-mannheim.de/,Escape Rooms Mannheim,Exorzist,"Euch hat es an einen verlassenen Ort verschlagen, der von finsteren Energien heimgesucht wird. Eure Aufgabe ist es nun, in beklemmender Atmosphäre das Rätsel um die dämonische Heimsuchung zu lösen und das Böse zu bannen.",2,8,60,https://flexybook.flexybox.com/mannheim/Offer,https://escaperooms-mannheim.de/rooms/exorzist/,https://u.jimcdn.com/cms/o/s3ed07222cedb8ab9/userlayout/img/exorzist2.jpg,Horror,mittel,false,
18,gpt-4o-mini,51.375072375s,1m21.10019475s,8,1365224,255650,https://www.escaperooms-mannheim.de/,Escape Rooms Mannheim,Dr. Jones Abenteuer,Nach einem Flugzeugabsturz in Nordindien begibst du dich zusammen mit Dr. Jones auf die Suche nach den magischen Steinen einer indischen Gottheit. Die Steine wurden vor langer Zeit gestohlen und gelten seither als verschollen. Nun liegt es an dir die Steine ausfindig zu machen und in den Tempel des Todes zurück zu bringen!,2,6,60,https://flexybook.flexybox.com/mannheim/Offer,https://escaperooms-mannheim.de/rooms/dr-jones-abenteuer/,https://u.jimcdn.com/cms/o/s3ed07222cedb8ab9/userlayout/img/indiana02.jpg,Adventure,mittel,false,
19,gpt-4o-mini,17.474065375s,26.096022583s,2,293218,44979,https://www.escape-events.de/,Escape Events,Biohazard,Findet das Antivirus! Ihr befindet Euch im Hochsicherheitslabor von Professor Bishop. Aufgrund eines Stromausfalls konnte ein tödlicher Virus aus der Isolierung entweichen.,2,8,60,https://www.escape-events.de/buchung/#buchen,https://www.escape-events.de/das-spiel/#challenges,https://www.escape-events.de/wp-content/uploads/bfi_thumb/escapeevents_challenges_biohazard_1-nap2xo0hju2xsxwg5h9n3xrlsfdi8tlia82p22m0ig.jpg,Horror,Fortgeschritten,false,
19,gpt-4o-mini,17.474065375s,26.096058791s,2,293218,44979,https://www.escape-events.de/,Escape Events,The Bomb,"Entschärft die Bombe bevor sie hochgeht! Eine ganze Stadt ist in Aufruhr, denn es herrscht Bombenalarm! Der gefährliche Psychopath Mr. Riddle hat die Bombe gelegt.",2,8,60,https://www.escape-events.de/buchung/#buchen,https://www.escape-events.de/das-spiel/#challenges,https://www.escape-events.de/wp-content/uploads/bfi_thumb/escapeevents_challenges_thebomb_1-nap2xo0hju2xsxwg5h9n3xrlsfdi8tlia82p22m0ig.jpg,Crime,Fortgeschritten,false,
19,gpt-4o-mini,17.474065375s,26.096059s,2,293218,44979,https://www.escape-events.de/,Escape Events,Der Tempel,Auf der Jagd nach der goldenen Statue! Ihr seid ein Archäologen-Team auf der abenteuerlichen Suche nach der goldenen Statue.,2,8,60,https://www.escape-events.de/buchung/#buchen,https://www.escape-events.de/das-spiel/#challenges,https://www.escape-events.de/wp-content/uploads/bfi_thumb/escapeevents_challenges_dertempel_1-nap2xm4t660d5pz6gggdyy8olnmrtfe1lyrq3iosuw.jpg,Adventure,Fortgeschritten,false,
19,gpt-4o-mini,17.474065375s,26.09605925s,2,293218,44979,https://www.escape-events.de/,Escape Events,Atlantis,Die versunkene Stadt. Atlantis ist in Aufruhr. Der Luftgenerator ist defekt und die Bewohner mussten Atlantis verlassen.,5,15,60,https://www.escape-events.de/buchung/#buchen,https://www.escape-events.de/das-spiel/#challenges,https://www.escape-events.de/wp-content/uploads/bfi_thumb/eef-94-o20kafoc0lhqqisglps55e4r33ut87jbip32z17ifs.jpeg,Fantasy,Fortgeschritten,false,
19,gpt-4o-mini,17.474065375s,26.096059416s,2,293218,44979,https://www.escape-events.de/,Escape Events,CATAN,Der weltweit erste CATAN-Spielraum! Ihr seid die Bewohner der Insel CATAN und lebt glücklich und zufrieden... bis jetzt!,2,8,60,https://www.escape-events.de/buchung/#buchen,https://www.escape-events.de/das-spiel/#challenges,https://www.escape-events.de/wp-content/uploads/bfi_thumb/ee_catan-12-ocldyrdacxxwu2b8170kmowqp8zfbd6ag3iieu6rdk.jpeg,Fantasy,Fortgeschritten,false,
20,gpt-4o-mini,23.330221792s,37.757217625s,5,752068,125574,https://escapediem.de/,EscapeDiem,JigSaw,"Erlebe echten Nervenkitzel, Grusel und Angst und überlebe die tödlichen Spiele von JigSaw, wenn du dich traust! Ihr erwacht in einem alten Waschraum, die Augen verbunden. Ihr befindet euch in der Gewalt eines psychopathischen Serienmörders. Ihr erhaltet Anweisungen um euren Lebenswillen zu beweisen - euch bleibt nur eine Stunde Zeit. JigSaw ist unser Horror Escape Room Game und für Kinder unter sechzehn Jahren nicht geeignet!",2,6,60,https://escapediem.de/buchungen/,https://escapediem.de/raeume/jigsaw-koennt-ihr-das-puzzle-loesen/,https://escapediem.de/site/assets/files/1042/jigsaw.1250x838-tiny.jpg,Horror,Schwierigkeitsgrad: hoch,false,
20,gpt-4o-mini,23.330221792s,37.757244791s,5,752068,125574,https://escapediem.de/,EscapeDiem,Die geheime Kapelle unter dem Hamburger Michel,"Euer Journalistenteam darf nun als Erstes in die unterirdischen Gewölbe hinabsteigen. Ihr hofft auf eine Story für die Titelseite, aber die Zeit drängt, denn jedes Journalistenteam bekommt nur 60 Minuten Zeit, um sich ein Bild von den alten Gemäuern unter der Erde zu machen. Lasst das Licht der Weisheit die Dunkelheit vertreiben und enthüllt die Geheimnisse!",2,6,60,https://escapediem.de/buchungen/,https://escapediem.de/raeume/die-geheime-kapelle-unter-dem-hamburger-michel/,https://escapediem.de/site/assets/files/1074/bester_live_escape_room_kapelle_hamburg_heiliger_gral_kerzen-1.1250x838-tiny.jpg,Historical,Schwierigkeitsgrad: hoch,false,
20,gpt-4o-mini,23.330221792s,37.757244958s,5,752068,125574,https://escapediem.de/,EscapeDiem,Das Büro des Hamburger Hafenkapitäns,"Ihr seid das erfolgloseste Geheimagententeam der Stadt und steht auf der Abschussliste. Doch ihr bekommt noch eine letzte Chance euren Job zu retten. Der Hamburger Hafenkapitän ist spurlos verschwunden und die gesamte Belegschaft ist ratlos was ihm zugestoßen sein könnte. Die Chefetage gibt euch eine Stunde Zeit, um Ergebnisse zu liefern und den Kapitän ausfindig zu machen.",2,6,60,https://escapediem.de/buchungen/,https://escapediem.de/raeume/das-buero-des-hamburger-hafenkapitaens/,https://escapediem.de/site/assets/files/1099/das_buero_des_hamburger_hafenkapitaen6.1250x0-tiny.jpg,Crime,Schwierigkeitsgrad: niedrig,false,
20,gpt-4o-mini,23.330221792s,37.757245125s,5,752068,125574,https://escapediem.de/,EscapeDiem,Das Geheimnis um Nostradamus,"Begib Dich in eine Phantasievolle Steampunkwelt und Löse das Geheimnis um Nostradamus um dessen Weisheit in Dich aufzunehmen. Ihr seid Alchemisten und das wichtigste Relikt aus eurer Universität wurde entwendet. Der Rektor hat euch ausgewählt auf die Suche zu gehen um das Relikt zurückzubringen, bevor die Zeit abläuft.",2,6,60,https://escapediem.de/buchungen/,https://escapediem.de/raeume/das-geheimnis-um-nostradamus/,https://escapediem.de/site/assets/files/1078/das_geheimnis_um_nostradamus_escapediem_1.1250x838-tiny.jpg,Fantasy,Schwierigkeitsgrad: hoch,false,
